STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/13/2021,45,49,42
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/14/2021,44,53,38
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/15/2021,46,49,41
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/16/2021,46,53,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/17/2021,47,52,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/18/2021,42,48,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/19/2021,36,42,29
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/20/2021,41,51,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/21/2021,39,45,32
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/22/2021,30,33,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/23/2021,32,41,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/24/2021,26,31,21
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/25/2021,23,29,20
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/26/2021,22,24,20
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/27/2021,25,27,24
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/29/2021,30,33,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/30/2021,31,33,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,1/31/2021,33,38,31
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/1/2021,35,40,32
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/2/2021,30,36,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/3/2021,28,33,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/4/2021,36,44,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/5/2021,42,50,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/6/2021,45,50,39
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/7/2021,44,51,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/8/2021,41,46,35
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/9/2021,37,41,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/10/2021,41,49,35
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/11/2021,36,38,32
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/12/2021,33,35,31
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/13/2021,31,37,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/14/2021,30,33,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/15/2021,34,38,30
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/16/2021,31,39,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/17/2021,32,41,25
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/18/2021,33,35,29
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/19/2021,32,36,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/20/2021,30,36,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/21/2021,34,45,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/22/2021,44,52,38
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/23/2021,40,53,31
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/24/2021,32,39,24
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/25/2021,36,47,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/26/2021,29,35,25
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/27/2021,32,42,25
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,2/28/2021,40,49,29
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/1/2021,43,55,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/2/2021,43,54,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/3/2021,43,55,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/4/2021,42,54,35
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/5/2021,35,41,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/6/2021,32,39,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/7/2021,32,41,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/8/2021,28,31,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/9/2021,28,32,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/10/2021,29,36,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/11/2021,33,42,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/12/2021,42,53,35
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/13/2021,44,55,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/14/2021,32,38,26
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/15/2021,25,29,23
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/16/2021,31,44,20
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/17/2021,37,51,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/18/2021,34,37,29
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/19/2021,30,35,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/20/2021,33,45,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/21/2021,36,49,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/22/2021,32,44,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/23/2021,34,44,24
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/24/2021,39,51,32
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/25/2021,33,40,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/26/2021,41,55,29
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/27/2021,53,66,41
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/28/2021,47,61,33
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/29/2021,31,39,23
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/30/2021,41,53,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,3/31/2021,53,68,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/1/2021,53,64,46
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/2/2021,53,66,45
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/3/2021,52,63,45
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/4/2021,49,63,41
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/5/2021,44,52,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/6/2021,49,66,39
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/7/2021,47,61,38
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/8/2021,44,57,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/9/2021,47,65,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/10/2021,42,55,31
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/11/2021,44,57,32
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/12/2021,48,68,38
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/13/2021,42,50,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/14/2021,46,59,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/15/2021,50,63,39
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/16/2021,54,63,45
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/17/2021,57,66,48
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/18/2021,62,75,53
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/19/2021,57,72,47
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/20/2021,48,54,42
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/21/2021,50,60,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/22/2021,54,68,45
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/23/2021,49,64,39
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/24/2021,35,43,31
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/25/2021,33,39,30
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/26/2021,35,45,28
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/27/2021,47,64,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/28/2021,57,72,44
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/29/2021,62,79,52
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,4/30/2021,59,75,50
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/1/2021,51,65,42
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/2/2021,48,64,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/3/2021,52,68,39
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/4/2021,55,70,44
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/5/2021,62,79,50
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/6/2021,51,63,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/7/2021,44,61,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/8/2021,49,66,35
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/9/2021,49,64,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/10/2021,53,70,41
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/11/2021,59,75,49
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/12/2021,65,80,56
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/13/2021,67,82,57
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/14/2021,60,74,53
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/15/2021,59,68,50
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/16/2021,65,80,56
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/17/2021,59,74,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/18/2021,49,66,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/19/2021,37,52,29
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/20/2021,35,44,27
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/21/2021,39,50,31
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/22/2021,47,59,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/23/2021,54,68,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/24/2021,51,64,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/25/2021,50,66,39
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/26/2021,56,74,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/27/2021,52,60,45
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/28/2021,58,77,43
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/29/2021,67,81,55
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/30/2021,68,84,59
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,5/31/2021,71,85,61
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/1/2021,78,93,68
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/2/2021,77,92,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/3/2021,71,86,61
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/4/2021,68,85,57
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/5/2021,59,72,48
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/6/2021,53,64,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/7/2021,46,56,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/8/2021,44,59,34
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/9/2021,43,59,36
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/10/2021,46,62,33
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/11/2021,42,46,37
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/12/2021,53,64,46
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/13/2021,57,72,51
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/14/2021,52,62,44
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/15/2021,52,67,40
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/16/2021,63,82,49
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/17/2021,69,84,59
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/18/2021,70,84,61
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/19/2021,71,82,61
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/20/2021,78,94,69
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/21/2021,78,92,69
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/22/2021,74,89,65
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/23/2021,70,85,60
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/24/2021,73,87,61
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/25/2021,76,91,64
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/26/2021,81,95,70
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/27/2021,84,98,75
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/28/2021,79,93,64
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/29/2021,73,88,63
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,6/30/2021,75,92,63
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/1/2021,76,91,67
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/2/2021,78,92,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/3/2021,79,93,69
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/4/2021,77,89,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/5/2021,77,92,65
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/6/2021,76,90,63
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/7/2021,73,89,62
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/8/2021,75,89,65
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/9/2021,77,94,65
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/10/2021,79,95,68
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/11/2021,78,96,68
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/12/2021,76,92,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/13/2021,76,93,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/14/2021,76,92,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/15/2021,72,86,63
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/16/2021,69,83,59
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/17/2021,70,86,58
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/18/2021,74,91,61
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/19/2021,73,90,63
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/20/2021,69,85,59
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/21/2021,67,80,54
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/22/2021,71,84,63
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/23/2021,74,92,60
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/24/2021,78,94,70
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/25/2021,78,94,69
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/26/2021,78,94,70
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/27/2021,63,71,59
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/28/2021,72,87,59
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/29/2021,78,93,67
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/30/2021,76,93,66
USR0000CSLA,"SLATER BUTTE CALIFORNIA, CA US",41.8586,-123.3525,1423.4,7/31/2021,78,93,69
